id	session	item	timestamp
3587708	2466	5057	2024-02-04 03:27:55
3587709	2468	5033	2024-02-04 12:30:56
3587710	2469	5086	2024-02-04 14:28:25
3587711	2470	5050	2024-02-04 16:45:23
3587712	2471	5036	2024-02-04 20:11:32
3587713	2472	5081	2024-02-05 00:08:52
3587714	2473	5051	2024-02-05 02:31:53
3587715	2474	5099	2024-02-05 05:39:06
3587716	2475	5095	2024-02-05 08:36:31
3587717	2476	5054	2024-02-05 10:37:22
3587718	2477	5034	2024-02-05 10:55:55
3587719	2478	5062	2024-02-05 13:23:24
3587720	2479	5047	2024-02-05 18:00:28
3587721	2480	5009	2024-02-05 20:06:21
3587722	2480	5029	2024-02-05 20:06:21
3587723	2480	5100	2024-02-05 20:06:21
3587724	2483	5100	2024-02-06 05:13:59
3587725	2484	5051	2024-02-06 06:50:45
3587726	2485	5054	2024-02-06 11:28:25
3587727	2486	5086	2024-02-06 13:02:55
3587728	2487	5083	2024-02-06 16:01:25
3587729	2487	5076	2024-02-06 16:01:25
3587730	2489	5025	2024-02-06 16:46:57
3587731	2490	5079	2024-02-06 20:14:51
3587732	2491	5051	2024-02-07 00:25:51
3587733	2492	5020	2024-02-07 00:56:43
3587734	2493	5075	2024-02-07 04:30:23
3587735	2494	5020	2024-02-07 07:22:59
3587736	2495	5012	2024-02-07 11:55:53
3587737	2496	5029	2024-02-07 16:03:48
3587738	2497	5057	2024-02-07 17:15:47
3587739	2498	5061	2024-02-07 19:13:41
3587740	2499	5058	2024-02-07 21:42:48
3587741	2499	5026	2024-02-07 21:42:48
3587742	2501	5013	2024-02-08 04:18:36
3587743	2502	5045	2024-02-08 09:03:29
3587744	2503	5068	2024-02-08 11:06:14
3587745	2504	5061	2024-02-08 14:57:45
3587746	2504	5092	2024-02-08 14:57:45
3587747	2506	5008	2024-02-08 23:52:50
3587748	2507	5062	2024-02-09 01:20:50
3587749	2508	5092	2024-02-09 05:37:52
3587750	2509	5077	2024-02-09 07:11:00
3587751	2510	5088	2024-02-09 10:44:00
3587752	2511	5017	2024-02-09 14:21:29
3587753	2512	5018	2024-02-09 15:45:02
3587754	2513	5039	2024-02-09 16:40:52
3587755	2514	5037	2024-02-09 17:33:42
3587756	2515	5001	2024-02-09 18:27:55
3587757	2516	5068	2024-02-09 19:25:32
3587758	2516	5075	2024-02-09 19:25:32
3587759	2518	5057	2024-02-10 03:04:25
3587760	2519	5051	2024-02-10 07:18:28
3587761	2520	5030	2024-02-10 08:31:30
3587762	2521	5063	2024-02-10 10:34:28
3587763	2522	5028	2024-02-10 15:18:31
3587764	2523	5075	2024-02-10 18:10:19
3587765	2524	5063	2024-02-10 22:39:12
3587766	2525	5068	2024-02-11 01:57:21
3587767	2526	5060	2024-02-11 04:59:20
3587768	2527	5097	2024-02-11 06:45:00
3587769	2528	5008	2024-02-11 07:07:16
3587770	2529	5086	2024-02-11 07:11:31
3587771	2529	5074	2024-02-11 07:11:31
3587772	2531	5090	2024-02-11 11:09:28
3587773	2532	5022	2024-02-11 11:27:52
3587774	2533	5004	2024-02-11 14:33:16
3587775	2533	5012	2024-02-11 14:33:16
3587776	2535	5088	2024-02-11 20:28:47
3587777	2536	5061	2024-02-11 21:35:57
3587778	2537	5092	2024-02-12 01:18:58
3587779	2537	5069	2024-02-12 01:18:58
3587780	2539	5059	2024-02-12 07:54:14
3587781	2540	5076	2024-02-12 11:06:29
3587782	2541	5006	2024-02-12 14:47:19
3587783	2542	5002	2024-02-12 15:12:33
3587784	2543	5035	2024-02-12 19:29:01
3587785	2544	5018	2024-02-12 22:55:39
3587786	2545	5085	2024-02-13 02:01:46
3587787	2545	5044	2024-02-13 02:01:46
3587788	2547	5097	2024-02-13 09:41:10
3587789	2548	5013	2024-02-13 12:21:45
3587790	2549	5026	2024-02-13 15:31:42
3587791	2550	5089	2024-02-13 20:00:48
3587792	2551	5094	2024-02-14 00:00:10
3587793	2551	5060	2024-02-14 00:00:10
3587794	2553	5034	2024-02-14 07:11:32
3587795	2554	5098	2024-02-14 11:34:08
3587796	2555	5038	2024-02-14 16:21:38
3587797	2556	5035	2024-02-14 20:48:09
3587798	2557	5073	2024-02-14 21:02:04
3587799	2558	5034	2024-02-14 22:00:40
3587800	2559	5025	2024-02-14 23:31:04
3587801	2560	5001	2024-02-15 01:16:55
3587802	2561	5024	2024-02-15 05:07:36
3587803	2562	5082	2024-02-15 07:23:09
3587804	2563	5037	2024-02-15 08:38:37
3587805	2564	5096	2024-02-15 09:36:58
3587806	2565	5072	2024-02-15 12:34:54
3587807	2566	5076	2024-02-15 16:24:39
3587808	2567	5073	2024-02-15 19:38:40
3587809	2568	5072	2024-02-15 22:30:53
3587810	2569	5096	2024-02-16 00:38:09
3587811	2570	5023	2024-02-16 02:05:22
3587812	2570	5072	2024-02-16 02:05:22
3587813	2572	5052	2024-02-16 07:14:25
3587814	2573	5031	2024-02-16 11:38:41
3587815	2574	5040	2024-02-16 15:56:53
3587816	2575	5032	2024-02-16 17:53:30
3587817	2576	5087	2024-02-16 20:29:05
3587818	2577	5032	2024-02-17 00:14:36
3587819	2578	5012	2024-02-17 00:43:49
3587820	2579	5041	2024-02-17 02:41:57
3587821	2579	5052	2024-02-17 02:41:57
3587822	2581	5003	2024-02-17 05:36:08
3587823	2582	5014	2024-02-17 06:35:45
3587824	2583	5063	2024-02-17 07:58:41
3587825	2584	5014	2024-02-17 10:04:42
3587826	2585	5034	2024-02-17 11:41:21
3587827	2586	5089	2024-02-17 14:16:45
3587828	2587	5003	2024-02-17 16:58:50
3587829	2588	5063	2024-02-17 18:42:05
3587830	2589	5081	2024-02-17 20:15:59
3587831	2590	5028	2024-02-17 21:43:27
3587832	2591	5083	2024-02-17 22:56:51
3587833	2591	5063	2024-02-17 22:56:51
3587834	2593	5093	2024-02-18 02:27:33
3587835	2594	5086	2024-02-18 03:45:30
3587836	2595	5042	2024-02-18 05:34:24
3587837	2596	5097	2024-02-18 06:44:27
3587838	2597	5066	2024-02-18 09:18:01
3587839	2598	5041	2024-02-18 12:03:30
3587840	2599	5043	2024-02-18 14:41:08
3587841	2600	5070	2024-02-18 15:04:33
3587842	2601	5049	2024-02-18 16:41:26
3587843	2601	5029	2024-02-18 16:41:26
3587844	2603	5029	2024-02-18 16:54:48
3587845	2604	5088	2024-02-18 21:19:05
3587846	2605	5081	2024-02-18 22:43:44
3587847	2606	5004	2024-02-19 01:20:30
3587848	2607	5055	2024-02-19 05:58:57
3587849	2608	5046	2024-02-19 09:15:48
3587850	2609	5085	2024-02-19 11:31:45
3587851	2610	5001	2024-02-19 12:05:40
3587852	2611	5009	2024-02-19 12:55:07
3587853	2612	5045	2024-02-19 16:26:28
3587854	2613	5039	2024-02-19 17:42:10
3587855	2614	5062	2024-02-19 20:33:12
3587856	2615	5054	2024-02-19 21:49:59
3587857	2616	5006	2024-02-19 23:00:41
3587858	2617	5021	2024-02-20 01:22:36
3587859	2618	5012	2024-02-20 02:36:13
3587860	2619	5060	2024-02-20 03:56:38
3587861	2620	5062	2024-02-20 05:38:56
3587862	2621	5074	2024-02-20 09:13:24
3587863	2622	5007	2024-02-20 10:52:54
3587864	2623	5093	2024-02-20 15:37:41
3587865	2624	5004	2024-02-20 16:27:12
3587866	2625	5080	2024-02-20 18:36:29
3587867	2625	5039	2024-02-20 18:36:29
3587868	2627	5078	2024-02-20 22:12:12
3587869	2628	5075	2024-02-21 02:10:29
3587870	2629	5003	2024-02-21 05:53:22
3587871	2630	5009	2024-02-21 07:00:40
3587872	2631	5093	2024-02-21 08:25:34
3587873	2632	5050	2024-02-21 10:24:02
3587874	2633	5051	2024-02-21 13:53:54
3587875	2634	5032	2024-02-21 15:35:11
3587876	2635	5096	2024-02-21 19:55:49
3587877	2636	5096	2024-02-22 00:38:47
3587878	2637	5072	2024-02-22 01:28:12
3587879	2638	5060	2024-02-22 01:37:04
3587880	2639	5029	2024-02-22 04:27:21
3587881	2640	5063	2024-02-22 08:28:45
3587882	2641	5076	2024-02-22 11:26:06
3587883	2642	5082	2024-02-22 15:35:25
3587884	2643	5042	2024-02-22 16:17:42
3587885	2644	5052	2024-02-22 20:32:09
3587886	2645	5002	2024-02-23 00:28:03
3587887	2645	5041	2024-02-23 00:28:03
3587888	2647	5005	2024-02-23 02:08:34
3587889	2648	5098	2024-02-23 03:19:59
3587890	2649	5033	2024-02-23 04:03:16
3587891	2650	5012	2024-02-23 06:53:52
3587892	2651	5085	2024-02-23 08:27:15
3587893	2652	5024	2024-02-23 09:43:22
3587894	2653	5051	2024-02-23 12:46:29
3587895	2654	5074	2024-02-23 14:33:55
3587896	2655	5033	2024-02-23 19:18:37
3587897	2656	5060	2024-02-23 21:55:44
3587898	2657	5089	2024-02-23 23:53:12
3587899	2658	5047	2024-02-24 00:38:23
3587900	2659	5038	2024-02-24 04:38:54
3587901	2660	5055	2024-02-24 05:29:24
3587902	2661	5034	2024-02-24 10:17:11
3587903	2662	5023	2024-02-24 12:09:39
3587904	2663	5056	2024-02-24 15:20:35
3587905	2664	5075	2024-02-24 19:57:20
3587906	2665	5038	2024-02-24 22:38:12
3587907	2665	5042	2024-02-24 22:38:12
3587908	2667	5004	2024-02-25 07:01:23
3587909	2668	5073	2024-02-25 08:24:37
3587910	2669	5100	2024-02-25 11:16:34
3587911	2670	5069	2024-02-25 15:09:39
3587912	2671	5052	2024-02-25 18:04:14
3587913	2672	5090	2024-02-25 19:51:17
3587914	2673	5074	2024-02-25 21:23:36
3587915	2674	5003	2024-02-25 22:53:33
3587916	2675	5091	2024-02-25 23:59:37
3587917	2675	5057	2024-02-25 23:59:37
3587918	2677	5025	2024-02-26 07:17:31
3587919	2678	5049	2024-02-26 10:57:05
3587920	2679	5012	2024-02-26 12:03:18
3587921	2680	5023	2024-02-26 12:22:40
3587922	2681	5031	2024-02-26 15:35:31
3587923	2682	5021	2024-02-26 16:56:12
3587924	2683	5026	2024-02-26 21:43:20
3587925	2684	5021	2024-02-26 23:07:04
3587926	2685	5085	2024-02-26 23:29:03
3587927	2685	5058	2024-02-26 23:29:03
3587928	2687	5095	2024-02-27 06:44:19
3587929	2688	5089	2024-02-27 09:18:03
3587930	2689	5012	2024-02-27 13:43:13
3587931	2689	5100	2024-02-27 13:43:13
3587932	2689	5054	2024-02-27 13:43:13
3587933	2692	5016	2024-02-27 22:10:16
3587934	2693	5034	2024-02-27 22:37:18
3587935	2694	5043	2024-02-27 23:48:30
3587936	2695	5083	2024-02-27 23:50:25
3587937	2696	5055	2024-02-28 00:17:52
3587938	2696	5087	2024-02-28 00:17:52
3587939	2698	5051	2024-02-28 05:29:58
3587940	2699	5099	2024-02-28 09:25:15
3587941	2700	5074	2024-02-28 12:53:08
